Histo2d 
sCurve-0
Vcal
Occupancy
Number of pixels
61 -2.5 302.5
49 0.5 49.5
0 119558
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 1 0 1 2 5 4 3 7 10 5 7 5 12 16 9 19 26 46 108 323 602 1046 685 257 103 44 20 10 14 13 7 10 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 1 0 4 1 5 2 3 4 3 5 8 10 5 9 14 23 30 53 99 225 546 1030 789 394 117 44 27 21 10 5 15 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 4 1 1 5 0 3 3 1 5 3 4 6 4 9 9 21 20 36 69 199 489 1070 831 425 157 55 27 13 13 14 7 6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 2 0 0 1 3 3 4 4 4 6 7 4 10 9 9 14 20 35 64 185 446 963 823 455 201 76 40 29 18 14 13 8 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 1 1 0 1 0 0 3 3 1 2 2 5 7 6 7 12 11 24 20 30 55 142 339 931 949 543 258 106 43 25 19 12 12 13 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 1 3 4 2 2 1 2 2 5 11 13 13 20 14 16 34 38 80 288 835 942 639 321 117 58 27 19 16 8 6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 1 0 0 1 1 5 3 7 5 5 7 5 15 7 15 17 23 37 74 260 779 1039 642 384 167 65 37 31 13 13 10 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 1 3 1 5 7 4 8 9 9 11 12 21 36 31 60 186 666 1033 706 443 201 103 42 20 25 11 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 0 0 0 2 5 4 2 3 0 5 9 11 15 8 24 21 30 54 147 598 1016 723 463 263 114 46 37 23 22 8 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 2 4 6 1 2 3 5 3 3 9 10 20 21 33 30 56 116 537 961 749 589 298 139 70 48 36 14 15 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 4 3 7 4 2 6 2 7 8 10 9 10 23 26 41 95 445 885 778 647 368 178 114 37 30 17 29 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 2 1 2 2 2 8 6 5 13 6 11 17 30 43 78 372 959 794 717 471 231 119 51 40 26 16 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 2 1 0 1 2 1 3 4 5 2 4 7 9 7 12 16 26 34 37 75 296 823 815 738 532 279 130 77 42 32 28 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 2 0 2 0 0 1 2 3 3 7 5 14 11 14 22 22 25 38 57 235 792 713 766 597 365 198 89 48 47 30 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 2 1 0 0 1 3 5 1 5 4 9 16 8 16 19 21 31 39 60 197 708 727 769 753 460 215 153 81 57 31 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 1 1 0 0 0 4 0 6 6 5 7 6 17 16 12 30 38 28 43 171 743 707 790 768 535 327 167 101 76 44 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 1 2 3 2 1 0 2 2 2 5 9 7 5 14 17 17 21 34 26 63 133 689 636 774 784 635 387 219 138 84 51 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 4 2 0 0 3 3 3 7 7 4 8 11 14 22 20 25 42 54 149 665 634 686 826 692 439 284 166 99 78 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 3 3 1 4 4 4 5 7 6 9 14 9 20 24 46 49 123 582 659 594 922 915 633 365 215 131 101 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 2 3 2 2 1 4 3 3 4 4 8 6 16 18 20 32 40 64 108 588 675 592 833 963 763 459 287 173 130 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 1 3 2 3 1 6 5 10 10 12 11 15 16 16 24 35 63 107 571 798 548 792 1058 905 669 362 254 183 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 1 2 0 2 2 2 2 1 2 3 5 6 9 10 9 19 32 33 27 48 63 113 515 890 528 684 1043 1082 901 578 363 225 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 2 0 2 1 3 0 4 4 7 4 6 11 18 19 18 29 42 49 60 99 449 1040 514 606 961 1283 1143 832 585 342 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 0 1 2 4 6 3 9 5 8 12 10 16 15 26 28 36 46 61 113 424 1290 707 487 859 1315 1465 1309 874 585 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 1 4 0 5 4 3 4 8 10 18 21 23 34 45 73 61 91 132 391 1533 1197 524 637 1275 1717 1860 1569 1180 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 1 3 2 1 4 8 5 6 5 4 13 14 32 36 40 72 72 105 130 166 353 1798 2439 1258 767 1032 1777 2372 2761 2564 
